,vv_list,vh_list,vv_by_vh
321,"[0.038480207324028015, 0.01337194349616766, 0.02155723050236702, 0.008285830728709698, 0.014859642833471298, 0.017751658335328102, 0.025170493870973587, 0.0294022299349308, 0.09128087013959885, 0.09120380133390427, 0.006227999459952116, 0.07279770821332932, 0.01333143562078476, 0.004205184523016214, 0.004244184121489525]","[0.07418013364076614, 0.055465977638959885, 0.02902805432677269, 0.0393596813082695, 0.039081111550331116, 0.05646514147520065, 0.13242508471012115, 0.17674390971660614, 0.31588074564933777, 0.10114264488220215, 0.11495088785886765, 0.23951099812984467, 0.1347796767950058, 0.041077870875597, 0.14022740721702576]","[1.9277477643538108, 4.147936884033064, 1.3465576815901914, 4.750239607465255, 2.6300168845445624, 3.1808375537978724, 5.261123813817285, 6.011241667987524, 3.46053609224201, 1.108974005501273, 18.457112688919764, 3.290089812003038, 10.10991468802307, 9.768387249302785, 33.03989723419728]"
322,"[0.011042527854442596, 0.01579301618039608, 0.02594904974102974, 0.011541820131242275, 0.012602074071764946, 0.028757452964782715, 0.01910337246954441, 0.05824052169919014, 0.010035824961960316, 0.011925742961466312, 0.0029011887963861227, 0.00496308971196413, 0.0011518672108650208, 0.0022085788659751415, 0.0029268052894622087]","[0.057250361889600754, 0.02067907154560089, 0.04768045246601105, 0.04665782302618027, 0.0208557341247797, 0.04284040257334709, 0.04299752041697502, 0.14491994678974152, 0.05858791247010231, 0.09550395607948303, 0.009217494167387486, 0.023297753185033798, 0.008586668409407139, 0.015496975742280483, 0.13636553287506104]","[5.184534070843929, 1.3093807610524637, 1.8374642979939402, 4.042501312239595, 1.6549445754732668, 1.4897147750119177, 2.250781660961901, 2.4883009726157157, 5.837877074597586, 8.008218556115894, 3.177143858706918, 4.694203517794921, 7.45456449182088, 7.0167182983697485, 46.59193878254804]"
323,"[0.02787286601960659, 0.012221548706293106, 0.028137633576989174, 0.010640130378305912, 0.022739753127098083, 0.015723949298262596, 0.027054008096456528, 0.03635102137923241, 0.08556697517633438, 0.09477756172418594, 0.014712324365973473, 0.015336206182837486, 0.008942481130361557, 0.007404680829495192, 0.016128849238157272]","[0.18211136758327484, 0.2061699479818344, 0.08431442826986313, 0.020979806780815125, 0.03125861659646034, 0.05441216751933098, 0.07383681833744049, 0.09289607405662537, 0.08318641781806946, 0.15299703180789948, 0.1394621729850769, 0.09230257570743561, 0.10313043743371964, 0.05227097496390343, 0.24648992717266083]","[6.533643417048407, 16.86937989091952, 2.9965003289692094, 1.9717621903948384, 1.3746242723809812, 3.460464447398288, 2.7292376816842703, 2.555528580269757, 0.9721790170406384, 1.61427482438448, 9.479275301163407, 6.018605553877465, 11.532642443445662, 7.059180019710176, 15.282548899367256]"
324,"[0.0020436851773411036, 0.003005785634741187, 0.012531465850770473, 0.0189741812646389, 0.03808699920773506, 0.04753453657031059, 0.012354057282209396, 0.06490564346313477, 0.04950675740838051, 0.09271559864282608, 0.019292425364255905, 0.027486344799399376, 0.02803633362054825, 0.2036830335855484, 0.0075343879871070385]","[0.13351762294769287, 0.12756280601024628, 0.25080040097236633, 0.06388509273529053, 0.574920117855072, 0.3123670816421509, 0.038911253213882446, 0.0638895183801651, 0.1075245589017868, 0.11328643560409546, 0.060433439910411835, 0.2314806431531906, 0.17288236320018768, 0.4389294683933258, 0.1620473712682724]","[65.33179592827666, 42.43908964626816, 20.013652349932098, 3.3669485836708817, 15.094917683573032, 6.571371137280656, 3.1496740159944903, 0.9843445803977461, 2.1719168156140447, 1.2218702921880025, 3.1324957214752303, 8.42165973113489, 6.16636845387942, 2.1549633303599247, 21.50770195874839]"
325,"[0.004201757255941629, 0.008396174758672714, 0.01828363910317421, 0.010803584940731525, 0.021698977798223495, 0.03436555713415146, 0.02281019277870655, 0.03957091271877289, 0.04710748419165611, 0.038381919264793396, 0.03579526022076607, 0.034705739468336105, 0.03751853108406067, 0.05137573182582855, 0.014077422209084034]","[0.020000673830509186, 0.27124983072280884, 0.26671451330184937, 0.18461091816425323, 0.06562001258134842, 0.11313419789075851, 0.024394193664193153, 0.041898053139448166, 0.10171306133270264, 0.04806409031152725, 0.08470380306243896, 0.03765290975570679, 0.12039917707443237, 0.13461065292358398, 0.07825961709022522]","[4.760073610208346, 32.30635837380886, 14.587605443138791, 17.087931383612833, 3.0241061671910074, 3.2920810056744036, 1.0694426785803088, 1.0588093693267595, 2.1591698872918905, 1.25225864761836, 2.36634131278921, 1.0849188155192468, 3.2090589262323927, 2.6201213713107645, 5.559229234435051]"
326,"[0.007957154884934425, 0.038506533950567245, 0.015767650678753853, 0.01088452897965908, 0.03399170562624931, 0.01882530190050602, 0.013352172449231148, 0.014429097063839436, 0.0300922691822052, 0.010820239782333374, 0.023132815957069397, 0.013834218494594097, 0.048070475459098816, 0.03161982074379921, 0.01662370190024376]","[0.22301359474658966, 0.0992075502872467, 0.15893711149692535, 0.027021240442991257, 0.026467151939868927, 0.04222647100687027, 0.04593826085329056, 0.06063128262758255, 0.05921771004796028, 0.05737519636750221, 0.17142637073993683, 0.3532947301864624, 0.18075509369373322, 0.19889119267463684, 0.09760086983442307]","[28.026800781373442, 2.5763822424164267, 10.079948797387136, 2.4825364968468855, 0.7786355951326631, 2.2430700569925643, 3.440508353824909, 4.202015022792367, 1.9678712060364711, 5.302580859731124, 7.410527583761322, 25.537743987816658, 3.760210232318802, 6.290079703049559, 5.871187441889337]"
327,"[0.004566429182887077, 0.019817637279629707, 0.006340674590319395, 0.019908269867300987, 0.02813676744699478, 0.07527022063732147, 0.012301198206841946, 0.05875873938202858, 0.05594747141003609, 0.023994799703359604, 0.019537607207894325, 0.033877670764923096, 0.03161182627081871, 0.027653086930513382, 0.0037680095992982388]","[0.06739182025194168, 0.18722108006477356, 0.12100352346897125, 0.05970633402466774, 0.07693639397621155, 0.13707810640335083, 0.01648031361401081, 0.10293050855398178, 0.1253821700811386, 0.07806643843650818, 0.016019772738218307, 0.10793156921863556, 0.1810818314552307, 0.12743258476257324, 0.025155795738101006]","[14.758100378408564, 9.447194810514354, 19.083698705136673, 2.9990719646981696, 2.7343721741009355, 1.8211466001121692, 1.339732385162645, 1.7517480741845728, 2.24106946964983, 3.253473227600137, 0.8199454809259034, 3.185920601436029, 5.728293895578874, 4.608258929022484, 6.67614958910563]"
328,"[0.005088991019874811, 0.027282366529107094, 0.04664117097854614, 0.019502637907862663, 0.03240281343460083, 0.043594539165496826, 0.045075539499521255, 0.02230454608798027, 0.08906937390565872, 0.10763364285230637, 0.005349996965378523, 0.022788118571043015, 0.00863454956561327, 0.009252435527741909, 0.011005628854036331]","[0.3565203845500946, 0.045144785195589066, 0.11832419037818909, 0.04003427177667618, 0.0635170266032219, 0.05461041256785393, 0.1415909081697464, 0.03617051616311073, 0.10704576969146729, 0.522983193397522, 0.1093834713101387, 0.040018148720264435, 0.22893717885017395, 0.07692356407642365, 0.14009343087673187]","[70.05718484424933, 1.6547239458653582, 2.536904367873085, 2.0527618861516164, 1.9602318400968308, 1.2526892957977565, 3.1411916472181156, 1.6216656470136694, 1.2018246564172435, 4.858919381880937, 20.445520253187585, 1.7560970904862552, 26.51408473719424, 8.313871936289743, 12.729252706477777]"
329,"[0.013428818434476852, 0.0341477207839489, 0.016088753938674927, 0.013875716365873814, 0.015257353894412518, 0.021838625892996788, 0.02430610917508602, 0.03355195373296738, 0.03277755528688431, 0.02420036867260933, 0.028863752260804176, 0.05078380927443504, 0.021963655948638916, 0.00615471787750721, 0.0059194862842559814]","[0.6492388844490051, 0.13359667360782623, 0.18482732772827148, 0.04669984057545662, 0.06538326293230057, 0.015348878689110279, 0.056306224316358566, 0.05175091698765755, 0.32056599855422974, 0.3073652684688568, 0.2563254237174988, 0.2428310662508011, 0.12916171550750732, 0.055545873939991, 0.16941750049591064]","[48.34668720981166, 3.9123159771946834, 11.487982750732149, 3.365580510878058, 4.285360579873876, 0.7028317058186504, 2.3165461781959307, 1.5424114315229365, 9.780046002469922, 12.700850661698457, 8.88053020277542, 4.781663087511714, 5.880702001959353, 9.024926088486811, 28.62030459408433]"
330,"[0.024073051288723946, 0.030995404347777367, 0.0202937051653862, 0.02314579114317894, 0.04554121941328049, 0.026771938428282738, 0.05571162328124046, 0.05085509642958641, 0.05043338984251022, 0.02964569628238678, 0.08076876401901245, 0.044009000062942505, 0.014451726339757442, 0.006894235499203205, 0.01944715715944767]","[0.20892508327960968, 0.07476761192083359, 0.16011887788772583, 0.045336827635765076, 0.0361068919301033, 0.08439164608716965, 0.06217169016599655, 0.08646133542060852, 0.1610405296087265, 0.3671300709247589, 0.17636065185070038, 0.2226283848285675, 0.10032359510660172, 0.040291182696819305, 0.6622621417045593]","[8.67879525423818, 2.4122160524805367, 7.8900760892511315, 1.9587503989521582, 0.7928398140251379, 3.1522426481459256, 1.1159554596380135, 1.7001508499806355, 3.1931331626054154, 12.38392471634676, 2.1835254506208144, 5.0587012772423865, 6.9419799924252885, 5.844184275613434, 34.054444887479306]"
331,"[0.019780846312642097, 0.012026054784655571, 0.004262279253453016, 0.01425336953252554, 0.020891187712550163, 0.0313904732465744, 0.06211261451244354, 0.04241590201854706, 0.0529327467083931, 0.03745026886463165, 0.052545178681612015, 0.02435818500816822, 0.010846150107681751, 0.02600335143506527, 0.002272001700475812]","[0.36524417996406555, 0.2755447328090668, 0.15761317312717438, 0.08163949847221375, 0.11772894859313965, 0.06760463118553162, 0.1270592361688614, 0.06532991677522659, 0.09858275204896927, 0.09806660562753677, 0.3942123055458069, 0.22441644966602325, 0.18130941689014435, 0.20485959947109222, 0.3130676746368408]","[18.464537572926545, 22.9123131187331, 36.978612557937545, 5.727733241316457, 5.635340135420602, 2.1536671541869543, 2.045626917595081, 1.5402222672680639, 1.862415200028489, 2.6185821517599757, 7.502349700520858, 9.213184380969597, 16.71647682265918, 7.878199853686591, 137.7937677473027]"
332,"[0.026241637766361237, 0.027791082859039307, 0.014173708856105804, 0.013203137554228306, 0.011029074899852276, 0.011821995489299297, 0.02613925188779831, 0.0315793976187706, 0.09583282470703125, 0.018426431342959404, 0.03924712538719177, 0.04857172816991806, 0.003905212040990591, 0.017525652423501015, 0.011379926465451717]","[0.16993577778339386, 0.04787777364253998, 0.05040252208709717, 0.04650352895259857, 0.032989565283060074, 0.029189644381403923, 0.22613072395324707, 0.07621189206838608, 0.3966372311115265, 0.18416953086853027, 0.2983225882053375, 0.20360225439071655, 0.02488674223423004, 0.21529562771320343, 0.11500490456819534]","[6.475806856888788, 1.722774671479463, 3.556057387575347, 3.522157423687964, 2.9911452757929804, 2.46909622050059, 8.651002137471421, 2.4133421729072566, 4.1388452476912665, 9.994856162905359, 7.601132191523371, 4.191785264021418, 6.372699349743197, 12.284599883112076, 10.105944437983705]"
333,"[0.016396185383200645, 0.013873829506337643, 0.047268714755773544, 0.023332495242357254, 0.040273554623126984, 0.01939874328672886, 0.017559751868247986, 0.03782124072313309, 0.07251837104558945, 0.04175376147031784, 0.008000931702554226, 0.004787505604326725, 0.0024789830204099417, 0.0036072430666536093, 0.013000567443668842]","[0.2326197624206543, 0.1515180617570877, 0.15608464181423187, 0.034690313041210175, 0.043111126869916916, 0.12332525849342346, 0.16320134699344635, 0.04391320049762726, 0.36521628499031067, 0.16596780717372894, 0.028399666771292686, 0.07007275521755219, 0.019253047183156013, 0.16041827201843262, 0.16343726217746735]","[14.187431831491367, 10.92114197366152, 3.302070780233499, 1.486781104244445, 1.070457457091718, 6.357383912482269, 9.2940576961427, 1.16107244654108, 5.036189860921084, 3.974918697845058, 3.5495449563988086, 14.636589700119345, 7.766510308720145, 44.471156795998915, 12.571548348611492]"
334,"[0.02930855192244053, 0.019382068887352943, 0.02787531167268753, 0.014365758746862411, 0.03574330359697342, 0.009763999842107296, 0.019122112542390823, 0.031506024301052094, 0.0643540546298027, 0.04487083852291107, 0.0037606738042086363, 0.0036577126011252403, 0.0022633392363786697, 0.008131132461130619, 0.011169623583555222]","[0.3070177435874939, 0.14104199409484863, 0.24590648710727692, 0.02428475208580494, 0.04346117377281189, 0.05535708740353584, 0.18959000706672668, 0.09128443151712418, 0.21934205293655396, 0.4645722806453705, 0.020176082849502563, 0.022642778232693672, 0.014016504399478436, 0.15282543003559113, 0.20826490223407745]","[10.475363791427075, 7.276931833983956, 8.821658749316091, 1.6904608043142106, 1.21592492576685, 5.669509248126791, 9.91469988718215, 2.8973643467314876, 3.4083641535614366, 10.35354577579734, 5.365018052595563, 6.190420271326938, 6.19284293498343, 18.79509782507479, 18.645650918863645]"
335,"[0.05369594320654869, 0.013181077316403389, 0.01338225044310093, 0.019342487677931786, 0.03223908692598343, 0.044545501470565796, 0.05758269876241684, 0.03441165015101433, 0.0521610826253891, 0.13105511665344238, 0.0614965595304966, 0.027689451351761818, 0.017526928335428238, 0.0059837535955011845, 0.0030188036616891623]","[0.31075915694236755, 0.10585235804319382, 0.22796332836151123, 0.047245774418115616, 0.09998685121536255, 0.07761897146701813, 0.05357872322201729, 0.09222967177629471, 0.08212767541408539, 0.2160547822713852, 0.5390069484710693, 0.2115442454814911, 0.08943378925323486, 0.04381798580288887, 0.12018287926912308]","[5.787386129842073, 8.030630236229953, 17.034752811627076, 2.4425903846907566, 3.101416967698831, 1.7424648708535966, 0.9304656498140224, 2.680187418259456, 1.5745009742974587, 1.6485795273656731, 8.764830952921388, 7.639885774335901, 5.1026504782618956, 7.322825899086639, 39.81142622633335]"
336,"[0.013888613320887089, 0.006568290758877993, 0.04690565913915634, 0.01983979344367981, 0.0407651886343956, 0.026714831590652466, 0.06249865144491196, 0.033121272921562195, 0.06779402494430542, 0.07958755642175674, 0.021398482844233513, 0.00677175959572196, 0.01650003157556057, 0.0061783804558217525, 0.025339584797620773]","[0.29258009791374207, 0.08204519003629684, 0.04782945662736893, 0.07229242473840714, 0.05092191696166992, 0.05730554834008217, 0.07186130434274673, 0.023503711447119713, 0.054174695163965225, 0.4891805648803711, 0.06706919521093369, 0.12041545659303665, 0.0719543918967247, 0.058029837906360626, 0.5808488726615906]","[21.066185021778292, 12.491102030676844, 1.0196947981366582, 3.643809344266974, 1.249152001193111, 2.145083645600574, 1.1498056787047202, 0.7096258499116628, 0.7991072252823338, 6.146445334846899, 3.1342967489401974, 17.7820040553579, 4.360863890909259, 9.39240280220691, 22.92258840468959]"
337,"[0.01651877909898758, 0.013795276172459126, 0.016490213572978973, 0.013222387060523033, 0.03606804460287094, 0.03390829637646675, 0.08794667571783066, 0.07834544777870178, 0.04487462714314461, 0.10188045352697372, 0.029248803853988647, 0.037685126066207886, 0.008231369778513908, 0.0037821463774889708, 0.010081382468342781]","[0.4597412049770355, 0.025563815608620644, 0.1357990950345993, 0.04197536036372185, 0.08764954656362534, 0.05570899322628975, 0.2044707089662552, 0.028585944324731827, 0.16029037535190582, 0.2077386975288391, 0.5012617111206055, 0.10653840005397797, 0.08233548700809479, 0.19200627505779266, 0.25129976868629456]","[27.831427626828223, 1.85308472907967, 8.2351325793088, 3.1745675097535258, 2.4301163960701273, 1.642931057573074, 2.3249395988801425, 0.3648705206903281, 3.5719600486172065, 2.0390437060023343, 17.13785335027465, 2.827067630523613, 10.00264709562831, 50.76648439642592, 24.927113863145024]"
338,"[0.005229094065725803, 0.02748897112905979, 0.029112815856933594, 0.011894517578184605, 0.021157123148441315, 0.0271522905677557, 0.013985363766551018, 0.02505919709801674, 0.017940480262041092, 0.025233149528503418, 0.12882840633392334, 0.06024233624339104, 0.006252829451113939, 0.006537840701639652, 0.002668070839717984]","[0.14950014650821686, 0.08603460341691971, 0.1542767733335495, 0.05523482337594032, 0.14101512730121613, 0.11636136472225189, 0.08050259202718735, 0.09046138823032379, 0.04541969299316406, 0.034329116344451904, 0.36853164434432983, 0.1513323187828064, 0.09081626683473587, 0.07860604673624039, 0.03319084644317627]","[28.590066391828447, 3.1297862336494933, 5.299273491499329, 4.643721194480803, 6.665137141370044, 4.285508231133734, 5.75620293979957, 3.6099076868461673, 2.5316876878298604, 1.3604768721270273, 2.8606396277936987, 2.5120592629640672, 14.52402748943632, 12.02324289065753, 12.440016939986702]"
339,"[0.03982628136873245, 0.02033565752208233, 0.022882623597979546, 0.016031406819820404, 0.017316697165369987, 0.01776890829205513, 0.010828407481312752, 0.02469988353550434, 0.059886954724788666, 0.02793004922568798, 0.015035110525786877, 0.0096988994628191, 0.005789657589048147, 0.004309907555580139, 0.009246106259524822]","[0.11247192323207855, 0.10789577662944794, 0.177760049700737, 0.02759397402405739, 0.07955168187618256, 0.028076348826289177, 0.042423803359270096, 0.03894857317209244, 0.3121161162853241, 0.26674142479896545, 0.08585488796234131, 0.06517143547534943, 0.022304551675915718, 0.05612480267882347, 0.1424485146999359]","[2.824062889295511, 5.305743200694876, 7.768342163196382, 1.7212447001183715, 4.593929264713966, 1.5800829384010457, 3.9178247985664982, 1.5768727458211134, 5.21175467544907, 9.550338513318357, 5.710293104602768, 6.719467061720277, 3.8524820048265953, 13.022275293621405, 15.406324641055624]"
340,"[0.00674367556348443, 0.024845652282238007, 0.01647479087114334, 0.020111573860049248, 0.0319308377802372, 0.02084631472826004, 0.024434546008706093, 0.02154890075325966, 0.029304493218660355, 0.014778461307287216, 0.25369125604629517, 0.06128684803843498, 0.0022818997967988253, 0.0034580817446112633, 0.002602535765618086]","[0.17560076713562012, 0.09676749259233475, 0.15869593620300293, 0.09427139163017273, 0.051768943667411804, 0.0303653571754694, 0.2119111716747284, 0.0604083389043808, 0.1573765128850937, 0.02339334785938263, 0.3683697283267975, 0.14394225180149078, 0.020538149401545525, 0.05216551944613457, 0.04419327154755592]","[26.03932610377358, 3.8947455069035635, 9.632652544377306, 4.687419904885648, 1.621283601254362, 1.4566295084428036, 8.67260523683247, 2.8033141734732316, 5.3703884831176785, 1.5829352848694362, 1.452039514754009, 2.348664622321903, 9.000460682084977, 15.08510304229338, 16.98085080381606]"
341,"[0.0026011711452156305, 0.019122930243611336, 0.005279148928821087, 0.027537886053323746, 0.035531867295503616, 0.02126670442521572, 0.02907833456993103, 0.03065243549644947, 0.030206788331270218, 0.04290371760725975, 0.0634596049785614, 0.07425151020288467, 0.018413634970784187, 0.028464682400226593, 0.004732148256152868]","[0.07750709354877472, 0.1225413978099823, 0.22675736248493195, 0.11593832820653915, 0.18421640992164612, 0.03668564185500145, 0.03279459476470947, 0.025269560515880585, 0.083931565284729, 0.05491940304636955, 0.1426536738872528, 0.11602926254272461, 0.3625299036502838, 0.27310648560523987, 0.04277821257710457]","[29.79699882160179, 6.408086849081166, 42.953393727342764, 4.210139005660738, 5.184540637552077, 1.725027118517886, 1.1278016863669114, 0.8243899744543172, 2.7785663396013085, 1.2800616382268148, 2.2479445615119347, 1.5626518871560524, 19.688122645283688, 9.594573435432597, 9.039913853392731]"
342,"[0.0024001505225896835, 0.006174363195896149, 0.01305775810033083, 0.03850768133997917, 0.015486202202737331, 0.021868981420993805, 0.016556894406676292, 0.049236960709095, 0.02503584884107113, 0.023526964709162712, 0.0705425962805748, 0.04046044126152992, 0.010377484373748302, 0.01064655277878046, 0.0033269724808633327]","[0.18130162358283997, 0.36479443311691284, 0.08382776379585266, 0.08970361948013306, 0.18636249005794525, 0.10903410613536835, 0.07522312551736832, 0.09868630766868591, 0.04232614114880562, 0.09335985034704208, 0.15070006251335144, 0.20684058964252472, 0.0713866725564003, 0.16761289536952972, 0.020432474091649055]","[75.53760561117703, 59.08211446961479, 6.419766942514337, 2.329499371518939, 12.034098975215752, 4.985788045468715, 4.543311304023044, 2.0043135532217504, 1.6906213732753448, 3.968206332654656, 2.1362987820005923, 5.1121684092751165, 6.878995909354065, 15.743395900276504, 6.1414617070553374]"
343,"[0.009553782641887665, 0.00693455571308732, 0.01262915600091219, 0.009757991880178452, 0.010222985409200191, 0.01965741440653801, 0.01121527049690485, 0.020799098536372185, 0.03799853101372719, 0.010884953662753105, 0.0819367840886116, 0.047447480261325836, 0.003469431772828102, 0.006910274736583233, 0.003251234767958522]","[0.1542462259531021, 0.07115428149700165, 0.1463269740343094, 0.0257592611014843, 0.09445854276418686, 0.031713515520095825, 0.05975056439638138, 0.08988901972770691, 0.07689904421567917, 0.034290820360183716, 0.3660885989665985, 0.16286569833755493, 0.04432839900255203, 0.14967504143714905, 0.010472731664776802]","[16.145042412502036, 10.26082772148112, 11.586441249418437, 2.639811696688276, 9.239819777027046, 1.6133106248982565, 5.327607962096957, 4.32177479088887, 2.0237372909994584, 3.1502954833443564, 4.4679395589981565, 3.4325468379046002, 12.77684701850119, 21.659781577824138, 3.2211551647968872]"
344,"[0.06246732547879219, 0.04524264857172966, 0.019327782094478607, 0.019181080162525177, 0.012790513224899769, 0.02654101513326168, 0.04427365958690643, 0.024894433096051216, 0.01739475689828396, 0.07651393860578537, 0.024819744750857353, 0.018426276743412018, 0.009098580107092857, 0.008933513425290585, 0.01024633925408125]","[0.17835058271884918, 0.10214728862047195, 0.22246690094470978, 0.045029688626527786, 0.20082028210163116, 0.070924311876297, 0.17434312403202057, 0.0926065742969513, 0.10947098582983017, 0.11225539445877075, 0.033458586782217026, 0.09490153193473816, 0.11622845381498337, 0.2977469563484192, 0.7125895023345947]","[2.8551019489284784, 2.257765445772327, 11.510213632233684, 2.347609636422043, 15.700721196291548, 2.6722531719373976, 3.9378521147499876, 3.719971205596188, 6.293332322490221, 1.4671234614797741, 1.3480632906614103, 5.150336839951592, 12.774350771982181, 33.32921127151429, 69.5457650448926]"
345,"[0.019791129976511, 0.03648951277136803, 0.013147227466106415, 0.013442243449389935, 0.02673105150461197, 0.04437174275517464, 0.08248281478881836, 0.025962186977267265, 0.019189076498150826, 0.042687926441431046, 0.13721807301044464, 0.05586425960063934, 0.01615532860159874, 0.011360427364706993, 0.00988603476434946]","[0.37132978439331055, 0.21335545182228088, 0.3451973795890808, 0.05622652545571327, 0.06543774157762527, 0.07803148776292801, 0.12658952176570892, 0.10911127179861069, 0.04761415347456932, 0.04717634990811348, 0.5467211008071899, 0.2468954175710678, 0.09630095958709717, 0.22103098034858704, 0.31036490201950073]","[18.7624347287912, 5.847034822281678, 26.256287150960194, 4.1828230285670855, 2.4480047695218854, 1.7585851471616578, 1.5347381401788656, 4.202699560485777, 2.4813155275689116, 1.1051450337565745, 3.984322828710582, 4.419559470331586, 5.960940935461206, 19.456220549876104, 31.394275805980737]"
346,"[0.040865737944841385, 0.011085374280810356, 0.030072877183556557, 0.011309891939163208, 0.013459251262247562, 0.025755034759640694, 0.03953886032104492, 0.014070640318095684, 0.07836484909057617, 0.07247523218393326, 0.04823116585612297, 0.006992689333856106, 0.004183983895927668, 0.005872378125786781, 0.019054921343922615]","[0.15481603145599365, 0.1266806721687317, 0.3502216041088104, 0.04184408113360405, 0.07356151193380356, 0.03642838075757027, 0.20404109358787537, 0.05571398138999939, 0.17128579318523407, 0.15101969242095947, 0.4847375452518463, 0.1381862312555313, 0.043496325612068176, 0.09654323756694794, 0.29631489515304565]","[3.7884066027378953, 11.427730716140616, 11.645763123067814, 3.699777270966569, 5.465498080130166, 1.4144178448035019, 5.160520357216078, 3.9595910442219093, 2.1857477577383886, 2.083742098786107, 10.050297077575383, 19.76152874209396, 10.39591133570179, 16.44022838771355, 15.550570364729028]"
347,"[0.01650163158774376, 0.02835117280483246, 0.024255165830254555, 0.02117832377552986, 0.014842085540294647, 0.020351743325591087, 0.02808154746890068, 0.026639876887202263, 0.025436842814087868, 0.023665035143494606, 0.1019216924905777, 0.06722472608089447, 0.01037692278623581, 0.007568784523755312, 0.006269623525440693]","[0.4725945293903351, 0.11111965030431747, 0.11065194010734558, 0.07693973928689957, 0.132663756608963, 0.04163790121674538, 0.032545145601034164, 0.06574233621358871, 0.07429976016283035, 0.024744924157857895, 0.2891393005847931, 0.2726222574710846, 0.051480695605278015, 0.11305144429206848, 0.052150923758745193]","[28.639260722639374, 3.919402243753991, 4.5619947883153396, 3.6329475411929577, 8.938350088927553, 2.0459132444142134, 1.1589512877478265, 2.4678168180713773, 2.9209505560839646, 1.0456322590613243, 2.836876954447386, 4.0553866614945555, 4.961075327028857, 14.936538877179862, 8.318031146069412]"
348,"[0.008779339492321014, 0.025388645008206367, 0.024134889245033264, 0.025480762124061584, 0.03316797688603401, 0.014807144179940224, 0.026121079921722412, 0.023575661703944206, 0.06293778121471405, 0.07238365709781647, 0.08590967953205109, 0.09984872490167618, 0.0034662410616874695, 0.006566108204424381, 0.006504456512629986]","[0.12071540951728821, 0.08706506341695786, 0.06602101027965546, 0.11136295646429062, 0.06555398553609848, 0.019487645477056503, 0.08200106024742126, 0.0609109103679657, 0.19476275146007538, 0.050794508308172226, 0.16728997230529785, 0.2507837116718292, 0.00827644020318985, 0.16472767293453217, 0.03530815616250038]","[13.74994207968308, 3.429291456429275, 2.735500859745688, 4.370471963204356, 1.9764239996109378, 1.3160975026809778, 3.1392676142470206, 2.5836352392932116, 3.0945284009240277, 0.7017400107254943, 1.94727734076677, 2.511636597450623, 2.3877278169339533, 25.08756599891778, 5.428302286892225]"
349,"[0.02884421870112419, 0.02503850869834423, 0.02006521075963974, 0.036811765283346176, 0.021708032116293907, 0.021771641448140144, 0.034604571759700775, 0.025429481640458107, 0.034633830189704895, 0.03649696707725525, 0.12736110389232635, 0.04633148014545441, 0.015624252147972584, 0.00592064717784524, 0.007301523350179195]","[0.17599822580814362, 0.047244805842638016, 0.07417705655097961, 0.11207925528287888, 0.2549367845058441, 0.10641837120056152, 0.14906924962997437, 0.07521145045757294, 0.08119018375873566, 0.03130613639950752, 0.26892581582069397, 0.4456070065498352, 0.13760888576507568, 0.11060059815645218, 0.22737139463424683]","[6.101681159465213, 1.886885773103662, 3.6967992731072328, 3.04465853294963, 11.743891990766414, 4.887935135899107, 4.3077906198387055, 2.95764780112199, 2.3442450146004905, 0.8577736427588628, 2.1115223376836405, 9.617802089440776, 8.807390232941929, 18.680491310192235, 31.140268096063355]"
350,"[0.019953690469264984, 0.05197548121213913, 0.018787164241075516, 0.014696871861815453, 0.03819938376545906, 0.015153506770730019, 0.030167488381266594, 0.035349905490875244, 0.01912320964038372, 0.034550990909338, 0.042733240872621536, 0.11283726990222931, 0.0052308388985693455, 0.003698181128129363, 0.007592382375150919]","[0.5364674925804138, 0.05221175029873848, 0.05987677723169327, 0.04641188308596611, 0.12555821239948273, 0.05145209655165672, 0.1628093123435974, 0.04696743190288544, 0.0890718549489975, 0.0276773851364851, 0.2354615330696106, 0.35194072127342224, 0.04786591976881027, 0.025999151170253754, 0.08287210017442703]","[26.885627669064228, 1.004545779684752, 3.1871109691361, 3.1579429638051573, 3.2869172228117445, 3.395392058756973, 5.396846773783751, 1.3286437757240677, 4.6577879249359215, 0.8010590842129744, 5.510032196515823, 3.11901131229398, 9.150715725904268, 7.030253594800211, 10.915164184256424]"
351,"[0.009999406524002552, 0.036184851080179214, 0.024184413254261017, 0.025846516713500023, 0.041457999497652054, 0.02340693771839142, 0.031015446409583092, 0.041671399027109146, 0.016959114000201225, 0.04150805249810219, 0.1405942142009735, 0.05225106328725815, 0.011329558677971363, 0.007194140926003456, 0.002580223372206092]","[0.150294691324234, 0.1262122243642807, 0.2796916961669922, 0.05528426170349121, 0.12965595722198486, 0.03609326854348183, 0.08404288440942764, 0.08348092436790466, 0.02118164673447609, 0.06403647363185883, 0.45095232129096985, 0.21119296550750732, 0.06613419950008392, 0.02471546083688736, 0.18500730395317078]","[15.030361148280848, 3.4879851815506107, 11.564956868147863, 2.138944381415056, 3.127405055550928, 1.5419901987060203, 2.7097106164320834, 2.003314655061053, 1.248983097479312, 1.5427482085502968, 3.20747424674498, 4.041888379312818, 5.837314707471529, 3.435498566278084, 71.70204949929953]"
